"root"	"kanji"	"gloss"
"sekv"	"随"	"当然の帰結,自然の成り行き ／ 後に続く,次の ／ （la 〜）次週,翌週,来週 ／ 次の駅"
"send"	"送"	"［他］（物を）送る,発送する;（人を）送り出す,派遣する;《転》投げかける, ／ 発送,送付,派遣"
"eksped"	"送"	"［他］発送する,送る,派遣する ／ 発送,派遣"
"sid"	"坐"	"［自］座っている;腰掛けている;止まっている,じっとしている;（ある状態に） ／ 【PIV】Pozicio de iu, io sidanta: havi b ／ 【PIV】sidanta"
"sinjor"	"君"	"【史】封建領主 ／ 紳士;主人;【史】領主;（敬称）〜様 ／ 【キ】主（しゅ）;【宗】至高神・至高者への呼び名 ／ 某氏,誰かさん"
"libr"	"书"	"白書 ／ 【情】電子書籍,=bitlibro ／ 図鑑 ／ 大会次第書"
"skrib"	"书"	"点字文 ／ ［他］書き込む,記入する;登記する;【数】内接させる ／ 横書き ／ 【史】=kojnoskribo（楔形文字書法）"
"star"	"立"	"［自］立っている;ある,いる;立ち止まっている,静止している;（ある状態に） ／ 起立状態;停滞,停頓 ／ 【PIV】Kiel iu, io staranta: resti stare"
"temp"	"时"	"（la 〜）古き良き時代 ／ 【理】半減期,=duonvivo ／ 【Ｇ】複合時制 ／ 時間の概念"
"ten"	"持"	"［他］（中に）含んでいる;内容としている ／ 【化】含有量,含有率 ／ ［他］手に持っている,つかんでいる,腕に抱えている;支える,つなぎとめる;保 ／ 愛人を囲う"
"ter"	"地"	"肥沃な土地 ／ ほぐれた土 ／ 【化】希土類,レアアース ／ やせた土地"
"teren"	"地"	"土地を買う ／ 沖積地 ／ 展覧会場 ／ 土地の値段,地価"
"tut"	"整"	"全体としての,総計の ／ 全体として,総計;要するに,つまり ／ すべてが〜ではない（iom）,>>tute ne ／ 全部の,全体の,すべての"
"aranĝ"	"整"	"［他］整える,整頓する;手配する;【楽】編曲する;【劇】脚色する ／ 整理,整頓;配置,手配;催し;【楽】編曲,アレンジ;【劇】脚色;【情】レイア ／ 【植】【PIV】Arang^ita, arang^ig^inta kiel:"
"apret"	"整"	"［他］（織物・革などを）仕上げる"
"entjer"	"整"	"【数】整数 ／ 【PIV】= cifereca."
"rektif"	"整"	"［他］【電】整流する;【化】精留する;【数】（曲線・弧の）長さを求める ／ 【電】整流;【化】精留;【数】求長"
"ven"	"来"	"［自］入って来る ／ ［自］来る,やって来る;到着する,行き着く;達する ／ 到来;到着;到達"
"vetur"	"乘"	"［自］（乗り物で）乗り込む,乗り入れる ／ ［自］（乗り物で）行く;（乗り物が）行く,運行する ／ 通行,運行,旅行"
"vid"	"见"	"側面図 ／ 正面図 ／ 幻視 ／ ［他］見る,見える,目にうつる;会う,面会する;見て気づく,認める,わかる;"
"vir"	"男"	"雲つくような大男 ／ うぬぼれの強い男 ／ 男の;男のような ／ 雄花（おばな）"
"viv"	"活"	"放蕩生活 ／ 【情】セカンドライフ（_Second Life_，インターネット上の仮想世界 ／ 【宗】隠遁（いんとん）生活 ／ 家庭生活"
"vigl"	"活"	"活発な,元気な,快活な,生き生きした,はつらつとした,>>fres^a,>> ／ 活発に,元気よく,快活に;油断なく ／ ［自］活発である,生き生きしている;油断がない,警戒を怠らない"
"aktiv"	"活"	"活動的な,活発な,積極的な;活動中の,現役の;【Ｇ】能動の ／ 現役軍 ／ 能動喫煙 ／ 【天】活動銀河"
"voj"	"路"	"坂道,傾斜路 ／ いばらの道;《転》苦難の人生 ／ 楽な道 ／ 平坦な道"
"ŝose"	"路"	"国道,=landvojo ／ 舗装道路,街道,公道,>>au^tovojo;車道,=veturejo ／ 【PIV】Rilata al s^oseo: s^osea tunelo; "
"vol"	"愿"	"意志の,意志的な,>>konscia ／ 自発的に;わざと;=bonvole（どうぞ） ／ 否応なしに,望むと望まざるとにかかわらず ／ ［他］（〜する）意志がある,〜したいと思う,〜したがる;（〜ことを）望む,願"
"volont"	"愿"	"自発的な ／ 自ら進んで,快く,よろこんで,=memvole ／ ［他］進んで〜する,快く〜する"
"vort"	"词"	"ていねいな言葉 ／ 【Ｇ】派生語 ／ 雅語,>>poezia vorto ／ 力強い言葉"
"termin"	"词"	"専門用語,術語,=fakvorto ／ 【神】テルミヌス（古代ローマの境界神） ／ 【PIV】Rilata al termino(j): termina dif"
"daŭr"	"续"	"継続的な,長続きする;耐久性の;【声】継続音の ／ （博物館などの）常設展示 ／ 【理】永久磁石 ／ 【声】継続音"
"kolekt"	"集"	"［他］取り込む,収納する ／ ［他］集める,収集する,徴収する;（人を）呼び集める,招集する ／ 【環】故紙を回収する ／ 収集品,コレクション;（人の）集まり"
"foir"	"集"	"定期市,見本市,（家畜・農産物の）品評会 ／ 万国博覧会 ／ 【PIV】Rilata al foiro: foira tempo ."
"nul"	"零"	"［数詞］ゼロ ／ ゼロの;無の,無価値の ／ ゼロ,零;《転》無価値なもの,つまらない人 ／ ［自］ゼロである"
"aĉet"	"买"	"［他］買う,購入する;=subac^eti（買収する） ／ 土地を買う ／ （個別の）購入,買うこと"
"arb"	"树"	"木,樹木;【植】高木 ／ 【植】常緑樹 ／ 【植】常緑樹 ／ 【植】落葉樹"
"fag"	"树"	"【植】アメリカブナ（種） ／ 【植】ブナ（属） ／ 【植】ブナ（種） ／ 【植】ヨーロッパブナ（種）"
"art"	"艺"	"人工の,芸術の ／ 美術館 ／ 技術,〜術;芸術;（自然に対して）人工 ／ 陶芸"
"meti"	"艺"	"手職,手仕事;職業 ／ 【PIV】Rilata al metio(j): metia korpora"
"ot"	"待"	"【PIV】Responda adv. (adverbo), uzebla n ／ 【PIV】Rilata al la orelo: otaj medikame ／ 【医】【PIV】Orelo."
"atend"	"待"	"［他］待つ;期待する ／ 待機,待つこと;予想,予期,期待 ／ 【PIV】Rilata al atendo: atenda periodo;"
"aŭd"	"听"	"聴覚の ／ 幻聴 ／ 幻聴 ／ 【解】耳管,=orela tubo"
"bat"	"打"	"［他］打つ,たたく,殴る ／ 一撃,打撃,殴打 ／ ［他］たたき込む"
"tajp"	"打"	"［他］タイプする"
"dras^"	"打"	"［他］打穀する,脱穀する;《転》強くたたく"
"bezon"	"需"	"必要な,=bezonata ／ ［他］必要とする,>>necesi ／ 必要,不足"
"bild"	"画"	"絵を用いた ／ 絵,図,挿絵;像,光景;映像,影;心象;似姿;比喩（ひゆ）;【理】像;【情】 ／ 【医】臨床像,病像 ／ 【写】潜像"
"bird"	"鸟"	"鳥の ／ 【病】鳥インフルエンザ ／ 【植】セイヨウミザクラ,甘果オウトウ（桜桃）,=merizarbo ／ 鳥;《転》（軽蔑して）人,やつ"
"cikoni"	"鸟"	"【鳥】コウノトリ"
"arde"	"鸟"	"【鳥】アオサギ（青鷺）（属） ／ 【鳥】アオサギ（青鷺）（種）"
"majn"	"鸟"	"【鳥】キュウカンチョウ（九官鳥）（種） ／ 【地名】マイン川（ドイツ） ／ 【地名】メイン州（米国）"
"kivi"	"鸟"	"【鳥】キウイ"
"skolop"	"鸟"	"【鳥】タシギ（属）,=galinago ／ 【鳥】ヤマシギ（属）"
"pluvi"	"鸟"	"【動】【PIV】Kn (Kolektiva nomo) de sp-oj ("
"blank"	"白"	"白い ／ 【史】白衛軍,白軍（ロシア革命時の反革命軍） ／ 【農】白キャベツ ／ 【服】ワイシャツ"
"albin"	"白"	"【生】白子（しろこ）,アルビノ"
"brul"	"燃"	"燃えるような,燃焼の ／ ［自］燃える ／ 燃焼;火事 ／ 【化】完全燃焼"
"buŝ"	"口"	"口の;口頭の ／ 口述試験,面接試験 ／ 【解】口腔（こうこう） ／ 口で;口頭で"
"luk"	"口"	"（あかり取りの）小窓;【建】天窓（てんまど）;【海】舷窓（げんそう） ／ 【聖】ルカ（初期キリスト教の信徒）"
"faŭk"	"口"	"［自］口を開けている ／ （猛獣などの）口;（つぼ・トンネルなどの）口,開口部"
"stomat"	"口"	"【医】【PIV】Bus^o (en kunmetaj^oj)."
"dank"	"谢"	"感謝の,感謝している ／ ありがたく ／ 〜のおかげで ／ ［他］感謝する,ありがたく思う;礼を言う,謝意を表す"
"dekstr"	"右"	"右の;【政】右翼の,右派の ／ （建物・陣形などの）右翼 ／ 右翼的偏向 ／ 【政】右派連合"
"dolĉ"	"甘"	"甘い;心地好い;やさしい ／ 淡水,=sensala akvo ／ かぐわしい香り ／ 【果】セイヨウミザクラの実（甘味のある食用サクランボ）,=merizo"
"dom"	"屋"	"（la 〜）ホワイトハウス（米国の大統領府） ／ 公民館 ／ 家の ／ 上履き"
"dorm"	"睡"	"快い眠り,快眠 ／ ［自］眠っている;《転》休止している ／ 眠り,睡眠;休止 ／ 永遠の眠り,永眠（死）"
"piĵam"	"睡"	"【服】パジャマ,>>noktoc^emizo"
"edz"	"夫"	"夫 ／ 【PIV】Rilata al edzo: edza subskribo."
"fal"	"落"	"［自］落ち込む,陥る ／ ［自］落ちる,落下する;倒れる,転ぶ;降る;《転》滅びる ／ 落下,転落,転倒;没落,滅亡 ／ 【理】電位降下"
"decidu"	"落"	"【植】【動】【PIV】Defalema. ／ 【解】【PIV】Supraj^a parto de la utera muk"
"giĉet"	"窗"	"（受付などの）窓口;切符売り場"
"ferm"	"闭"	"［他］閉じ込める;しまい込む ／ 【情】右かっこ,かっこ閉じる（）］｝〉など） ／ ［他］閉める,閉じる,閉ざす;《転》終える ／ 【情】ファイルを閉じる"
"fil"	"儿"	"養子 ／ 放蕩息子 ／ 息子 ／ 一人息子,=unusola filo"
"fingr"	"指"	"親指 ／ 小指,=etfingro ／ 指の ／ ［他］指で触れる;【楽】弾奏する"
"indik"	"指"	"［他］指し示す,示す,表す ／ 表示,指示 ／ 【数】【PIV】Liveranta indikon: indika fost"
"flug"	"飞"	"［自］飛び込む ／ ［自］飛ぶ,飛行する;飛ぶように進む,急ぐ ／ 飛ぶこと,飛行,フライト ／ 【PIV】Rilata al flugo: flugaj insektoj;"
"frat"	"兄"	"兄弟の;大変仲のよい ／ 兄弟愛 ／ 兄弟;（親しい）仲間;【宗】ブラザー,=fratulo"
"menu"	"单"	"【料】メニュー;【情】メニュー"
"fraŭl"	"单"	"未婚男性,独身男性 ／ 【PIV】Rilata al frau^lo: frida la frau^"
"frukt"	"果"	"【植】裂開果,裂果 ／ 果実がなる;成果をもたらす ／ 果実の;実りある ／ 【料】フルーツサラダ"
"nuks"	"果"	"堅果油 ／ 【植】堅果,木の実,ナッツ,>>juglando"
"frag"	"果"	"【料】イチゴのプレザーブ,イチゴジャム ／ 【料】イチゴジャム ／ 【果】オランダイチゴ（実）;《般》イチゴ（苺）"
"rezult"	"果"	"［自］（当然の結果として）起きる,生じる,結果になる ／ 帰結,成り行き,結論;結果,結末,成果"
"framb"	"果"	"【果】ラズベリー,フランボワーズ,キイチゴ（実）"
"mirtel"	"果"	"【植】ビルベリー（コケモモの類）;《般》ブルーベリー"
"aniz"	"果"	"【果】アニスの実"
"aliz"	"果"	"【果】ナナカマド（の一種）の実"
"lici"	"果"	"【植】クコ（属）（枸杞） ／ 【PIV】Likio."
"rubus"	"果"	"【植】キイチゴ（木苺）（属）（木）,>>frambujo;《般》ブラックベリ"
"mespil"	"果"	"【果】セイヨウカリン（の実）"
"kurm"	"果"	"【植】【PIV】Speco de pirforma sorpo, flava"
"har"	"毛"	"くしゃくしゃの髪 ／ 漆黒の髪 ／ 毛（一本）,髪の毛（一本） ／ もつれた髪"
"lan"	"毛"	"羊毛の,ウールの;毛糸の ／ 羊毛,ウール,（ヤギなどの）柔毛;毛糸;羊毛状のもの"
"hor"	"钟"	"正確な時間 ／ 一時間あたりの;時間に関する ／ 一時間;時間,時刻 ／ 何時"
"horloĝ"	"钟"	"デジタル時計 ／ 電気時計 ／ 狂いのない時計 ／ 時計;柱時計,大時計"
"ĵet"	"投"	"［他］投げる;投げ出す,まき散らす;（勢いよく無造作に）押しやる,突き出す ／ 水をまく ／ 腕を突き出す ／ 叫び声をあげる"
"spekul"	"投"	"投機的な ／ ［自］【商】投機をする,思わく売買をする"
"kant"	"唱"	"白鳥の歌,最後の傑作 ／ フォークソング ／ 流行歌 ／ 楽しい歌"
"ĥor"	"唱"	"蝉時雨（せみしぐれ） ／ 合唱団,合唱隊;合唱,合唱曲,=koruso;【劇】コロス（古代ギリシア演劇 ／ 【PIV】Rilata al h^oro: h^ora kantado; h ／ 【PIV】Kiel h^oro: h^ore bruu niaj kanto"
"knab"	"郎"	"少年の ／ 非行少年 ／ 少年,男の子 ／ やんちゃ坊主"
"kolor"	"色"	"繊細な色彩 ／ 派手な色 ／ 明色 ／ 色のついた"
"volupt"	"色"	"官能的な,肉感的な;好色な ／ 官能的に,陶然と,気持ちよさそうに ／ ［自］快楽にふける,肉欲にふける ／ 官能,肉欲,快楽"
"erotik"	"色"	"性愛の,官能的な,エロチックな ／ 性愛;【文】恋愛詩"
"kromat"	"色"	"【理】色消しの,色収差のない ／ 【理】色消しレンズ ／ 【理】色消しプリズム ／ 【理】色彩の;【楽】半音階の,>>diatona"
"erot"	"色"	"【医】【心】【PIV】La seksa impulso c^e homo. ／ 【PIV】Rilata al la eroto k g^iaj fizika"
"konsil"	"议"	"=konsilisto（参事官）;=konsiliano（評議員） ／ ［他］助言する,勧める,忠告する ／ 助言,勧告,忠告 ／ 助言に従う"
"propon"	"议"	"まずい提案 ／ ［他］提案する,申し出る;提供する,差し出す ／ 提案,動議,申し出;提供 ／ 緊急動議"
"palavr"	"议"	"【PIV】Interkonsilado, longega diskuto l ／ 【PIV】(ntr (netransitiva)) Senfine paro"
"fond"	"建"	"［他］創立する,創設する,創建する;根拠を置く ／ 家庭を築く ／ 雑誌を創刊する ／ 委員会を設置する"
"kost"	"费"	"高価な ／ 〜の代価で,〜と引き換えに ／ ［他］価する;《転》（代償を）要する ／ 値段が高い"
"kresk"	"育"	"経済成長 ／ 【情】昇順の ／ 【情】昇順 ／ ［自］成長する,発育する,生える;《転》増大する"
"eduk"	"育"	"偏向教育 ／ 義務教育 ／ 教育の;教育的な ／ 教育機関"
"kri"	"叫"	"悲痛な叫び ／ 熱狂的な喚声 ／ 叫び声をあげる ／ ［自］叫ぶ,泣き叫ぶ;［他］大声で言う"
"kuraĝ"	"勇"	"あっぱれな勇気 ／ から元気 ／ 勇気ある,勇敢な,度胸のある,元気な ／ 勇気をもって,勇敢に,元気いっぱいに"
"brav"	"勇"	"勇敢な,勇ましい,りりしい;実直な,律義な;りっぱな ／ 勇敢に"
"kur"	"跑"	"［自］駆け込む ／ 突進 ／ ［自］走る,駆ける;急いで行く;（水などが）流れる ／ ひと走り;【情】（プログラムやジョブの）走行"
"las"	"留"	"［他］勝手に入らせる,入れてやる ／ ［他］（物を）放置する,置いて去る,手放す;（人を）放す,ほうっておく;〜す ／ 【PIV】Ago de tiu, kiu lasas: lasado ne "
"lingv"	"语"	"【語】膠着語 ／ （la 〜）アイヌ語 ／ （la 〜）英語 ／ 【語】後験語"
"idiom"	"语"	"固有言語 ／ 【PIV】Rilata al idiomo: idioma vortaro "
"lit"	"床"	"ダブルベッド ／ ツインベッド ／ ベッド,寝台;寝床;（動物の）ねぐら ／ ふわふわのベッド"
"lum"	"光"	"【理】白色光 ／ 目のくらむような光 ／ 白熱光 ／ 強烈な光"
"manĝ"	"食"	"会食 ／ ［他］食べる;（虫が）食う;常食とする;《転》腐食する,むしばむ;《転》むさ ／ 食事,御飯;=mang^aj^o（食物） ／ 食事をとる"
"eklips"	"食"	"【天】食の ／ 【海】点滅灯台 ／ ［他］【天】食する;（光を）覆い隠す;《転》輝きを奪う,圧倒する ／ 【天】食（日食・月食など）"
"mank"	"缺"	"欠けている,足りない,不備の ／ ［自］欠けている,不足している ／ 不足,欠乏,欠落;欠点,欠陥 ／ 材料不足"
"mar"	"海"	"【地名】アドリア海（イタリア半島東方） ／ 遠洋,外洋 ／ 【地名】アムンゼン海（南極海の一部） ／ 【地名】アラビア海（インド洋北西）"
"maten"	"晨"	"今朝（けさ） ／ 朝の ／ 朝刊 ／ 朝もや,朝がすみ"
