type	root	kanji	band	F
content	spit	逆	basic	7
content	stab	参	basic	7
content	stabil	稳	basic	15
content	statistik	计	basic	9
content	stimul	激	basic	9
content	stok	储	basic	5
content	ŝtorm	暴	basic	11
content	stov	炉	basic	3
content	strof	节	basic	3
content	subjektiv	主	basic	0
content	sufiks	缀	basic	5
content	sugest	示	basic	3
content	superstiĉ	迷	basic	2
content	manipul	操	basic	6
content	mas	团	basic	36
content	mat	席	basic	11
content	matematik	数学	basic	5
content	materi	质	basic	22
content	medicin	医	basic	28
content	melon	瓜	basic	5
content	mens	心	basic	16
content	menu	单	basic	6
content	miel	蜜	basic	9
content	mineral	矿	basic	9
content	minimum	最小	basic	8
content	ministeri	部	basic	15
content	modif	改	basic	7
content	monstr	怪	basic	5
content	monument	碑	basic	4
content	moral	德	basic	22
content	multiplik	乘	basic	8
content	musk	苔	basic	5
content	neglekt	忽	basic	3
content	nuks	果	basic	14
content	oblikv	斜	basic	8
content	obstakl	碍	basic	3
content	obstin	顽	basic	7
content	ocean	洋	basic	14
content	ofend	侮	basic	11
content	orkestr	乐	basic	8
content	ortografi	拼	basic	0
content	palp	摸	basic	11
content	palpebr	目皮	basic	7
content	palt	大衣	basic	1
content	pane	瘫	basic	5
content	pantofl	拖鞋	basic	3
content	pap	教皇	basic	9
content	papag	鹦	basic	8
content	papili	蝶	basic	17
content	paradiz	天	basic	7
content	parlament	议	basic	16
content	pasaĝer	客	basic	9
content	paser	雀	basic	5
content	pensi	养老	basic	8
content	pere	亡	basic	10
content	period	期	basic	27
content	perl	珠	basic	20
content	persik	桃	basic	5
content	persist	坚	basic	8
content	pi	敬	basic	17
content	pian	琴	basic	12
content	pionir	拓	basic	7
content	pipr	椒	basic	12
content	planed	星	basic	8
content	plast	塑	basic	14
content	popular	众	basic	11
content	porci	份	basic	7
content	portret	肖	basic	4
content	princ	侯	basic	17
content	princip	则	basic	8
content	profesor	授	basic	9
content	program	程	basic	37
content	projekt	案	basic	10
content	pronom	代	basic	6
content	prosper	荣	basic	12
content	proverb	谚	basic	5
content	provinc	省	basic	6
content	psikologi	心	basic	0
content	rafan	萝卜	basic	3
content	ran	蛙	basic	8
content	real	实	basic	34
content	recenz	评	basic	5
content	redukt	减	basic	14
content	reĝim	制	basic	14
content	relativ	相	basic	20
content	ren	肾	basic	10
content	rendevu	约	basic	3
content	revizi	审	basic	6
content	rezon	推	basic	10
content	rigid	硬	basic	14
content	rim	韵	basic	15
content	rimen	带	basic	14
content	ruband	带	basic	13
content	ruin	废	basic	13
content	sag	矢	basic	17
content	salik	柳	basic	6
content	ŝancel	摇	basic	9
content	sandviĉ	夹	basic	7
content	ŝaŭm	沫	basic	22
content	sekci	科	basic	4
content	sekur	安	basic	31
content	sindikat	盟	basic	12
content	ŝink	火腿	basic	7
content	ski	滑	basic	12
content	social	社	basic	21
content	solen	庄	basic	16
content	solidar	团	basic	4
content	sorb	吸	basic	30
content	specimen	样	basic	5
content	spik	穗	basic	7
content	ŝpruc	喷	basic	27
content	spur	迹	basic	12
content	stadi	阶	basic	3
content	stan	锡	basic	11
content	statu	像	basic	5
content	statur	材	basic	7
content	subjekt	主	basic	7
content	substantiv	名	basic	5
content	subtrah	减	basic	3
content	suĉ	吸	basic	36
content	sulk	沟	basic	18
content	surtut	袍	basic	3
content	tajp	打	basic	13
content	tali	腰	basic	9
content	tarif	价	basic	14
content	teknik	技	basic	26
content	tekst	文	basic	27
content	tendenc	趋	basic	3
content	teritori	领	basic	13
content	termometr	计	basic	0
content	testud	龟	basic	8
content	tig	茎	basic	17
content	tigr	虎	basic	4
content	tikl	痒	basic	7
content	tomat	茄	basic	3
content	tradici	统	basic	6
content	tragedi	悲	basic	4
content	trejn	训	basic	11
content	trik	织	basic	14
content	trup	团	basic	20
content	tuber	隆	basic	13
content	tumult	闹	basic	9
content	tun	吨	basic	6
content	tunel	隧	basic	10
content	turism	游	basic	18
content	turist	旅	basic	1
content	uniform	制服	basic	6
content	unik	独	basic	7
content	vag	荡	basic	26
content	valid	效	basic	13
content	vart	养	basic	12
content	vegetal	植	basic	5
content	vegetar	素	basic	4
content	venĝ	仇	basic	11
content	vet	赌	basic	17
content	viktim	牺	basic	4
content	vip	鞭	basic	10
content	virg	贞	basic	10
content	volum	册	basic	3
content	volumen	积	basic	3
content	vom	吐	basic	16
content	zink	锌	basic	10
content	zoologi	兽	basic	0
content	zum	嗡	basic	9
content	abrikot	杏	basic	5
content	abrupt	陡	basic	4
content	abstin	戒	basic	8
content	agent	代	basic	15
content	agit	搅	basic	9
content	akci	股	basic	7
content	akn	痘	basic	2
content	akrid	蝗	basic	3
content	aks	轴	basic	18
content	alaŭd	雀	basic	6
content	ale	林	basic	1
content	alg	藻	basic	14
content	alumini	铝	basic	5
content	ambasad	使	basic	3
content	ampol	泡	basic	4
content	anser	鹅	basic	13
content	apertur	孔	basic	5
content	apostol	使	basic	2
content	apr	猪	basic	3
content	arteri	脉	basic	6
content	artik	节	basic	19
content	asemble	会	basic	5
content	asist	辅	basic	7
content	avantaĝ	优	basic	6
content	aven	燕麦	basic	3
content	bacil	菌	basic	7
content	bakteri	菌	basic	36
content	bant	结	basic	3
content	bapt	洗	basic	22
content	barbir	剃	basic	3
content	bark	舶	basic	3
content	bask	衣边	basic	1
content	bet	甜菜	basic	5
content	bifstek	牛排	basic	2
content	blasfem	辱	basic	5
content	bonvol	愿	basic	0
content	bors	市	basic	13
content	bovl	碗	basic	4
content	bracelet	环	basic	2
content	brand	酒	basic	11
content	brid	勒	basic	13
content	brokant	贩	basic	9
content	brut	畜	basic	17
content	buĉ	屠	basic	13
content	budĝet	算	basic	1
content	buk	扣	basic	5
content	buked	束	basic	4
content	bulb	球	basic	14
content	centimetr	厘	basic	0
content	ĉerk	棺	basic	8
content	ĉif	皱	basic	5
content	cikad	蝉	basic	5
content	cikatr	疤	basic	4
content	cinam	桂	basic	5
content	cir	膏	basic	4
content	cirkel	规	basic	7
content	cirkvit	路	basic	16
content	daktil	枣	basic	8
content	dand	俏	basic	8
content	debet	欠	basic	5
content	delir	狂	basic	6
content	denunc	揭	basic	5
content	diant	石	basic	5
content	diet	节	basic	10
content	dikt	述	basic	4
content	dorlot	宠	basic	8
content	dot	嫁妆	basic	10
content	dres	驯	basic	5
content	efekt	效	basic	22
content	egoist	己	basic	0
content	eksped	送	basic	6
content	ekvator	赤	basic	2
content	ekzekut	执	basic	5
content	elast	弹	basic	19
content	elektronik	电	basic	7
content	epidemi	疫	basic	6
content	eskap	逃	basic	7
content	etap	段	basic	2
content	fikci	虚	basic	10
content	flik	补	basic	14
content	flustr	悄	basic	4
content	formul	式	basic	6
content	fripon	骗	basic	7
content	front	前	basic	27
content	fuĝ	逃	basic	6
content	fung	菌	basic	42
content	furioz	狂	basic	9
content	ĝemel	双胎	basic	16
content	generaci	代	basic	7
content	gent	族	basic	15
content	geografi	地	basic	0
content	ĝerm	芽	basic	11
content	glav	剑	basic	14
content	gram	克	basic	54
content	gramatik	语法	basic	13
content	grandioz	宏	basic	5
content	grat	抓	basic	12
content	graved	孕	basic	9
content	gru	鹤	basic	13
content	grumbl	怨	basic	5
content	hal	厅	basic	5
content	harmoni	谐	basic	8
content	hazard	偶	basic	8
content	helikopter	直升机	basic	1
content	hepat	肝	basic	18
content	herold	告	basic	2
content	higien	卫	basic	6
content	himn	颂	basic	5
content	ĥor	唱	basic	14
content	horde	麦	basic	5
content	horizont	界	basic	4
content	human	仁	basic	7
content	ignor	忽	basic	6
content	implik	缠	basic	11
content	imun	免	basic	30
content	incit	惹	basic	9
content	indign	愤	basic	9
content	indik	指	basic	21
content	individu	个	basic	11
content	indulg	饶	basic	10
content	infekt	染	basic	17
content	infer	狱	basic	8
content	iniciat	创	basic	9
content	injekt	注	basic	7
content	insign	徽	basic	2
content	inspir	启	basic	6
content	interpret	译	basic	12
content	intest	肠	basic	10
content	intim	亲	basic	12
content	inund	淹	basic	3
content	invent	创	basic	8
content	ironi	反	basic	7
content	izol	隔	basic	38
content	jubile	庆典	basic	6
content	kaban	庐	basic	8
content	kaĉ	粥	basic	14
content	kaduk	朽	basic	16
content	kaĝ	笼	basic	5
content	kaldron	锅	basic	11
content	kalumni	谤	basic	8
content	kanal	渠	basic	23
content	kandidat	候	basic	11
content	karn	肉	basic	27
content	karton	板	basic	13
content	kaŝtan	栗	basic	12
content	katalog	录	basic	4
content	kategori	类	basic	6
content	kaz	例	basic	6
content	kern	核	basic	29
content	kirurgi	外科	basic	6
content	klimat	气候	basic	33
content	koket	媚	basic	6
content	kolegi	院	basic	4
content	kolektiv	集	basic	0
content	kolizi	撞	basic	9
content	kolomb	鸽	basic	22
content	kolumn	栏	basic	2
content	kombin	合	basic	19
content	komedi	剧	basic	9
content	kompetent	能	basic	8
content	komplik	复	basic	9
content	kompon	组	basic	18
content	koncept	概	basic	7
content	konfidenc	秘	basic	8
content	konkurs	竞	basic	20
content	konsekvenc	果	basic	11
content	konstituci	宪	basic	13
content	konsum	耗	basic	26
content	kontant	现	basic	8
content	koridor	廊	basic	3
content	korv	鸦	basic	7
content	kosm	宇	basic	21
content	kostum	装	basic	14
content	kraĉ	吐	basic	11
content	krani	颅	basic	13
content	kredit	贷	basic	0
content	kristal	晶	basic	28
content	krokodil	鳄	basic	6
content	kub	方	basic	18
content	kukum	瓜	basic	3
content	kukurb	瓜	basic	9
content	kunikl	兔	basic	4
content	kupon	券	basic	6
content	kusen	垫	basic	14
content	lad	板	basic	30
content	lard	脂	basic	11
content	lekci	讲	basic	2
content	lice	校	basic	5
content	lili	百合	basic	8
content	liver	供	basic	9
content	logik	理	basic	6
content	lojal	忠	basic	9
content	lot	签	basic	13
content	lukt	搏	basic	7
content	lul	摇	basic	10
content	maiz	玉米	basic	6
content	maksimum	极	basic	10
content	malic	恶	basic	9
content	palat	口顶	basic	6
content	palis	桩	basic	8
content	palm	棕	basic	22
content	peron	台	basic	1
content	plag	灾	basic	2
suf	logi	学	suf	233
pref	geo	地	pref	49
content	etat	表	basic	5
content	fac	面	basic	7
content	fajenc	陶土	basic	3
content	falĉ	收割	basic	12
content	fasad	正面	basic	2
content	fason	款	basic	5
content	fast	斋	basic	7
content	fazeol	豆	basic	3
content	fe	妖精	basic	7
content	feĉ	渣	basic	5
content	felt	毡	basic	9
content	fig	无花果	basic	6
content	flagr	闪	basic	10
content	flat	媚	basic	14
content	fluid	流体	basic	12
content	fontan	喷泉	basic	2
content	formik	蚁	basic	10
content	fotel	扶椅	basic	2
content	frak	燕尾	basic	2
content	funel	漏斗	basic	5
content	furaĝ	饲	basic	5
content	gal	胆	basic	9
content	galoŝ	套鞋	basic	1
content	garb	束	basic	5
content	garn	装	basic	4
content	gelaten	明胶	basic	4
content	ĝendarm	宪兵	basic	3
content	general	将	basic	5
content	ĝib	凸	basic	13
content	girland	花环	basic	2
content	gobi	鱼	basic	2
content	greg	群	basic	5
content	grinc	轧	basic	4
content	grip	流感	basic	6
content	grot	洞	basic	1
content	gudr	焦油	basic	6
content	gvardi	卫	basic	9
content	hangar	棚库	basic	1
content	heĝ	篱	basic	1
content	hektar	公顷	basic	1
content	impet	突	basic	11
content	impuls	冲	basic	11
content	insid	陷	basic	10
content	inspektor	检	basic	1
content	instanc	审级	basic	6
content	interpelaci	质询	basic	2
content	invalid	残疾	basic	4
content	jug	束缚	basic	4
content	juk	痒	basic	7
content	jung	套	basic	11
content	kahel	瓷砖	basic	6
content	kajut	舱	basic	8
content	kakt	仙人掌	basic	4
content	kal	茧	basic	5
content	kamel	驼	basic	11
content	kankr	虾	basic	4
content	karaf	瓶	basic	2
content	karnaval	狂欢	basic	2
content	karp	鲤	basic	3
content	kasked	帽	basic	1
content	kavern	洞	basic	11
content	kejl	钉	basic	7
content	kirurg	外科	basic	2
content	klinik	诊	basic	13
content	kokos	椰	basic	9
content	kolonel	上校	basic	2
content	komisar	专员	basic	5
content	kompens	补	basic	16
content	komplement	补	basic	11
content	kompromit	损	basic	7
content	koncentr	集	basic	12
content	konkord	和合	basic	6
content	konsul	领事	basic	3
content	kontest	异议	basic	8
content	konval	铃兰	basic	1
content	kornik	鸦	basic	3
content	krest	冠	basic	10
content	kult	拜	basic	10
content	kurent	电流	basic	26
content	laboratori	实验室	basic	4
content	laĉ	带	basic	6
content	lacert	壁虎	basic	4
content	lak	漆	basic	8
content	lantern	灯笼	basic	10
content	larv	幼虫	basic	1
content	latitud	纬	basic	7
content	latun	黄铜	basic	4
content	laŭb	棚	basic	2
content	lesiv	碱	basic	8
content	leŭtenant	尉	basic	4
content	licenc	许	basic	5
content	likv	液	basic	25
content	limak	蜗牛	basic	4
content	lin	亚麻	basic	6
content	lokomotiv	机车	basic	5
content	longitud	经度	basic	1
content	lotus	莲	basic	8
content	lubrik	润滑	basic	4
content	luk	口	basic	4
content	majest	庄严	basic	5
content	maleol	脚腕	basic	1
content	malv	葵	basic	5
content	manovr	操	basic	6
content	marmelad	果酱	basic	6
content	metalurgi	冶金	basic	1
content	mistifik	骗	basic	2
content	muĝ	吼	basic	3
content	muzel	口鼻	basic	2
content	najtingal	夜莺	basic	1
content	nervoz	躁	basic	5
content	nuk	项	basic	5
content	oficir	军官	basic	7
content	oper	歌剧	basic	9
content	opon	反	basic	6
content	orator	演说	basic	6
content	oval	椭圆	basic	3
content	paraŝut	伞	basic	8
content	pav	孔雀	basic	4
content	pekl	盐浸	basic	5
content	pendol	摆	basic	10
content	pice	云杉	basic	7
content	pig	鹊	basic	5
content	pilot	领航	basic	9
content	pland	足底	basic	7
content	plastik	塑	basic	4
content	platan	悬铃木	basic	2
content	plonĝ	潜	basic	7
content	plural	复数	basic	2
content	porcelan	瓷	basic	4
content	preskrib	规	basic	2
content	profet	先知	basic	6
content	prolet	无产	basic	6
content	proletari	无产	basic	1
content	propozici	句	basic	7
content	provok	挑	basic	7
content	prun	李	basic	4
content	pudr	粉	basic	5
content	punt	花边	basic	5
content	pupil	瞳	basic	1
content	pus	脓	basic	5
content	radiator	散热	basic	1
content	raŭk	沙哑	basic	4
content	raŭp	毛虫	basic	7
content	reakci	反应	basic	21
content	reflekt	反射	basic	12
content	regiment	团	basic	3
content	rent	租	basic	3
content	rib	醋栗	basic	11
content	rivel	揭	basic	11
content	riverenc	拜	basic	2
content	rivolu	转	basic	7
content	ros	露	basic	14
content	rust	锈	basic	13
content	ŝakal	胡狼	basic	1
content	sark	耘	basic	4
content	satir	讽刺	basic	4
content	sciur	松鼠	basic	3
content	sekal	黑麦	basic	4
content	senat	上院	basic	4
content	sin	怀	basic	24
content	singular	单	basic	2
content	skorpi	蝎	basic	7
content	sled	雪车	basic	2
content	sorg	高粱	basic	1
content	spektakl	戏	basic	5
content	ŝpin	纺	basic	17
content	spinac	菠菜	basic	2
content	split	片	basic	8
content	spong	海绵	basic	8
content	stadion	赛场	basic	1
content	stamen	雄蕊	basic	2
content	start	起	basic	10
content	sterk	粪	basic	9
content	ŝtip	圆木	basic	9
content	strig	猫头鹰	basic	6
content	strut	鸵鸟	basic	4
content	substanc	质	basic	9
content	subtil	精细	basic	9
content	suplement	补	basic	3
content	susur	沙响	basic	3
content	svat	媒	basic	7
content	takt	拍	basic	17
content	tapet	壁纸	basic	7
content	tegol	瓦	basic	6
content	teĥnik	技	basic	2
content	tener	柔	basic	2
content	teras	台	basic	3
content	tern	喷	basic	6
content	tinktur	染	basic	8
content	tint	鸣	basic	12
content	torent	激流	basic	8
content	tort	饼	basic	7
content	tragik	悲剧	basic	3
content	traktat	条约	basic	8
content	tram	电车	basic	11
content	trumpet	小号	basic	6
content	tuf	丛	basic	13
content	vad	涉	basic	7
content	vaks	蜡	basic	20
content	vant	虚	basic	11
content	vejn	脉	basic	14
content	velur	绒	basic	4
content	vertic	顶	basic	1
content	veruk	瘤	basic	4
content	vesp	蜂	basic	4
content	vezik	囊	basic	20
content	viadukt	旱桥	basic	1
content	vind	裹	basic	13
content	vulkan	火山	basic	22
content	vultur	秃鹰	basic	3
suf	ant	在	suf	664
suf	int	过	suf	126
suf	ont	将	suf	24
suf	at	被	suf	232
suf	it	受	suf	949
suf	ot	待	suf	21
suf	iz	化	suf	166
suf	oz	富	suf	138
suf	iv	能	suf	126
suf	oid	似	suf	66
suf	emi	血	suf	26
suf	tomi	切	suf	22
suf	ektomi	除	suf	24
suf	algi	痛	suf	20
suf	estez	感	suf	19
suf	liz	解	suf	19
suf	nomi	学	suf	19
suf	pati	情	suf	30
sci	graf	记	sci	123
sci	grafi	志	sci	94
sci	skop	镜	sci	89
sci	metri	测	sci	60
sci	terapi	疗	sci	55
sci	gen	生	sci	65
sci	genez	源	sci	32
sci	morf	形	sci	49
sci	oksi	氧	sci	19
sci	oksid	氧化	sci	34
sci	klor	氯	sci	25
sci	sulf	硫	sci	26
sci	nitr	氮	sci	19
pref	hidr	水	pref	63
pref	tele	远	pref	111
pref	mikro	微	pref	50
pref	anti	抗	pref	55
pref	retro	逆	pref	43
pref	poli	多	pref	43
pref	mono	单	pref	30
pref	izo	等	pref	36
pref	hipo	亚	pref	28
pref	hiper	超	pref	25
pref	epi	表	pref	24
pref	endo	内	pref	20
pref	pseŭdo	伪	pref	29
sci	pod	足	sci	29
sci	pter	翅	sci	18
sci	derm	皮	sci	22
sci	gastr	胃	sci	22
sci	kardi	心	sci	18
sci	neŭr	神经	sci	20
sci	toks	毒	sci	21
sci	inflam	炎	sci	25
sci	polus	极	sci	32
sci	polar	极	sci	25
sci	frekvenc	频	sci	24
sci	kondukt	导	sci	22
sci	kontinu	续	sci	23
sci	sekc	切	sci	20
sci	trab	梁	sci	23
sci	kanon	炮	sci	22
sci	bio	生	sci	44
sci	fibr	纤	sci	18
sci	polu	污	sci	23
sci	edr	面	sci	22
sci	ras	种	sci	20
proper	ĉin	未対応	proper	31
proper	german	未対応	proper	19
proper	rus	未対応	proper	18
proper	angl	未対応	proper	17
proper	eŭrop	未対応	proper	19
proper	Petr	未対応	proper	18
proper	esperant	未対応	proper	32
sci	psik	心	sci	37
pref	homo	同	pref	25
sci	konekt	连	sci	20
suf	um	未対応	suf	349
sci	kaf	未対応	sci	35
proper	latin	未対応	proper	21
elem	mangan	锰	elem	3
elem	kalci	钙	elem	8
elem	natri	钠	elem	10
elem	kali	钾	elem	7
elem	silici	硅	elem	2
elem	fosfor	磷	elem	4
elem	jod	碘	elem	9
elem	uran	天王星	elem	1
rel	islam	未対応	rel	14
num	bilion	兆	num	1
pejvo	kultiv	栽	pejvo	54
pejvo	meta	超	pejvo	26
pejvo	klap	瓣	pejvo	25
pejvo	stir	驾	pejvo	24
pejvo	spor	胞子	pejvo	23
pejvo	indukt	诱	pejvo	22
pejvo	dia	通	pejvo	21
pejvo	trop	喻	pejvo	20
pejvo	dilat	膨	pejvo	19
pejvo	kabl	缆	pejvo	19
pejvo	gener	生	pejvo	18
pejvo	s^im	霉	pejvo	18
pejvo	arbust	灌木	pejvo	18
pejvo	karg	货	pejvo	18
pejvo	krak	啪	pejvo	18
pejvo	kurz	价	pejvo	17
pejvo	risort	弹簧	pejvo	17
pejvo	frajt	货	pejvo	17
pejvo	tensi	压	pejvo	17
pejvo	faz	相	pejvo	17
pejvo	galaksi	星系	pejvo	17
pejvo	ed	科	pejvo	17
pejvo	micet	菌	piv	17
pejvo	c^ast	洁	pejvo	17
pejvo	oscil	振	pejvo	17
pejvo	korol	花冠	pejvo	16
pejvo	antrop	人	pejvo	16
pejvo	ekspon	展	pejvo	16
pejvo	uter	宫	pejvo	16
pejvo	malt	麦芽	pejvo	16
pejvo	vaku	空	pejvo	16
pejvo	konus	锥	pejvo	16
pejvo	gravur	刻	pejvo	16
pejvo	cefal	头	pejvo	16
pejvo	valv	阀	pejvo	16
pejvo	eklips	食	pejvo	16
pejvo	statik	静	pejvo	16
pejvo	kirl	涡	pejvo	16
pejvo	lens	镜	pejvo	16
pejvo	optik	光学	pejvo	16
pejvo	mer	链节	pejvo	16
pejvo	fosf	磷	pejvo	15
pejvo	kromat	色	pejvo	15
pejvo	sintez	合	pejvo	15
pejvo	frid	冷	pejvo	15
pejvo	puf	胀	pejvo	15
pejvo	gips	石膏	pejvo	15
pejvo	feu^d	封	pejvo	15
pejvo	kard	刺草	pejvo	15
pejvo	ser	血清	pejvo	15
pejvo	kadavr	尸	pejvo	15
pejvo	sel	鞍	pejvo	15
pejvo	boben	圈	pejvo	15
pejvo	kiras	甲	pejvo	15
pejvo	gami	配	pejvo	15
pejvo	vibr	振	pejvo	15
pejvo	spektr	谱	pejvo	15
pejvo	erc	矿	pejvo	15
pejvo	distil	馏	pejvo	15
pejvo	seps	腐	pejvo	15
pejvo	spekt	观	pejvo	14
pejvo	agr	农	pejvo	14
pejvo	refrakt	折	pejvo	14
pejvo	gravit	引	pejvo	14
pejvo	petal	瓣	pejvo	14
pejvo	argil	粘土	pejvo	14
pejvo	afekt	装	pejvo	14
pejvo	kvantum	量子	pejvo	14
pejvo	falk	鹰	pejvo	14
pejvo	kluc^	合	pejvo	14
pejvo	jon	离子	pejvo	14
pejvo	kupl	连	pejvo	14
pejvo	ankr	锚	pejvo	14
pejvo	kan	苇	pejvo	14
pejvo	satur	饱	pejvo	14
pejvo	spiral	旋	pejvo	14
pejvo	mobil	挂饰	pejvo	14
pejvo	muk	粘	pejvo	14
pejvo	membran	膜	pejvo	13
pejvo	deriv	派	pejvo	13
pejvo	merg	沉	pejvo	13
pejvo	vide	视	pejvo	13
pejvo	s^ild	盾	pejvo	13
pejvo	ferment	酵	pejvo	13
pejvo	morfi	形	piv	13
pejvo	speci	种	pejvo	13
pejvo	hemi	半	pejvo	13
pejvo	peri	围	pejvo	13
pejvo	skarab	甲	pejvo	13
pejvo	baskul	跷	pejvo	13
pejvo	embri	胚	pejvo	13
pejvo	koncip	孕	pejvo	13
pejvo	skvam	鳞	pejvo	13
pejvo	sond	探	pejvo	13
pejvo	rafin	精	pejvo	13
pejvo	diboc^	荡	pejvo	13
pejvo	ozon	臭氧	pejvo	13
pejvo	kompost	排	pejvo	13
pejvo	eko	境	pejvo	13
pejvo	cilindr	圆柱	pejvo	13
pejvo	makro	宏	pejvo	13
pejvo	doz	量	pejvo	13
pejvo	porn	淫	pejvo	13
pejvo	mas^	眼	pejvo	12
pejvo	projekci	射	pejvo	12
pejvo	bit	位	pejvo	12
pejvo	teror	怖	pejvo	12
pejvo	daten	数据	pejvo	12
pejvo	dukt	管	pejvo	12
pejvo	rotaci	旋	pejvo	12
pejvo	kamer	室	pejvo	12
pejvo	bi	生	pejvo	20
pejvo	ik	学	pejvo	12
pejvo	hard	硬	pejvo	12
pejvo	s^lim	泥	pejvo	12
pejvo	rezin	脂	pejvo	12
pejvo	kartoc^	壳	pejvo	12
pejvo	abort	堕	pejvo	12
pejvo	likvid	清	pejvo	12
pejvo	onim	名	pejvo	12
pejvo	ferdek	甲板	pejvo	12
pejvo	turbin	涡	pejvo	12
pejvo	harmon	谐	pejvo	12
pejvo	kavalir	士	pejvo	12
pejvo	plasm	浆	pejvo	12
pejvo	demokrat	民	pejvo	12
pejvo	galvan	电	pejvo	12
pejvo	gland	腺	pejvo	12
pejvo	alp	峰	pejvo	12
pejvo	plak	板	pejvo	12
pejvo	fakultat	系	pejvo	12
pejvo	brod	绣	pejvo	12
pejvo	menstru	月经	pejvo	12
pejvo	tuc^	墨	pejvo	12
pejvo	potencial	势	pejvo	12
pejvo	kompakt	密	pejvo	12
pejvo	perturb	扰	pejvo	12
pejvo	detekt	检	pejvo	12
pejvo	fokus	焦点	pejvo	12
pejvo	konvert	转	pejvo	12
pejvo	medol	髓	pejvo	12
pejvo	grafik	图	pejvo	12
pejvo	kask	盔	pejvo	12
pejvo	monah^	僧	pejvo	11
pejvo	junt	接	pejvo	11
pejvo	bibli	经	basic	11
pejvo	episkop	主教	pejvo	11
pejvo	tron	座	pejvo	11
pejvo	trofi	养	pejvo	11
pejvo	ekvaci	方程	pejvo	11
pejvo	stereo	立体	pejvo	11
pejvo	patent	特许	pejvo	11
pejvo	mes	祭	pejvo	11
pejvo	hetero	异	pejvo	11
pejvo	neu^tr	中	pejvo	11
pejvo	nefr	肾	piv	11
pejvo	gist	酵母	pejvo	11
pejvo	korupt	贿	pejvo	11
pejvo	sperm	精液	pejvo	11
pejvo	dinamik	力	pejvo	11
pejvo	alkal	碱	pejvo	11
pejvo	klik	爪	pejvo	11
pejvo	ve	哀	pejvo	11
pejvo	kurier	信使	pejvo	11
pejvo	implic	含	pejvo	11
pejvo	kau^ter	灼	pejvo	11
pejvo	gis	铸	pejvo	11
pejvo	enter	肠	pejvo	11
pejvo	ekvivalent	等	pejvo	11
pejvo	fek	粪	pejvo	11
pejvo	komut	换	pejvo	11
pejvo	laring	喉	pejvo	11
pejvo	modul	调	pejvo	11
pejvo	lagr	承	pejvo	11
pejvo	encefal	脑	pejvo	11
pejvo	generator	发电	pejvo	11
pejvo	esk	风	pejvo	11
pejvo	beton	混凝	pejvo	11
pejvo	rasp	粗	pejvo	11
pejvo	c^iz	雕	pejvo	11
pejvo	kotiledon	子叶	pejvo	11
pejvo	sublim	崇	pejvo	11
pejvo	logaritm	对数	pejvo	11
pejvo	pedal	踏板	pejvo	11
pejvo	konkav	凹	pejvo	10
pejvo	tau^r	牡牛	pejvo	10
pejvo	paraliz	瘫	pejvo	10
pejvo	predik	讲	pejvo	10
pejvo	organik	有机	pejvo	10
pejvo	sulfur	硫	pejvo	10
pejvo	prevent	防	pejvo	10
pejvo	torn	车	pejvo	10
pejvo	kloak	沟	pejvo	10
pejvo	holo	全	pejvo	10
pejvo	flut	笛	pejvo	10
pejvo	invest	投资	pejvo	10
pejvo	kondens	凝	pejvo	10
pejvo	ikon	圣像	pejvo	10
pejvo	fit	植	pejvo	10
pejvo	nobel	贵	pejvo	10
pejvo	polen	粉	pejvo	10
pejvo	arom	香	pejvo	10
pejvo	lut	焊	pejvo	10
pejvo	hidrat	水合	pejvo	10
pejvo	ultra	极	pejvo	10
pejvo	diverg^	散	pejvo	10
pejvo	boks	拳击	pejvo	10
pejvo	icid	杀	pejvo	10
pejvo	au^gur	占	pejvo	10
pejvo	kales^	车	pejvo	10
pejvo	rembur	填	pejvo	10
pejvo	are	面	pejvo	10
pejvo	flok	絮	pejvo	10
pejvo	soj	大豆	pejvo	10
pejvo	vinagr	醋	pejvo	10
pejvo	eg^	棱	pejvo	10
pejvo	pist	捣	pejvo	10
pejvo	agres	攻	pejvo	10
pejvo	momant	矩	pejvo	10
pejvo	konveks	凸	pejvo	10
pejvo	skem	图	pejvo	10
pejvo	c^ifr	密	pejvo	10
pejvo	protein	蛋白	pejvo	10
pejvo	helio	日	pejvo	10
pejvo	incens	香	pejvo	10
pejvo	navig	航	pejvo	10
pejvo	induk	感	pejvo	10
pejvo	mikrob	细菌	pejvo	10
pejvo	valent	价	pejvo	10
pejvo	neni	无	basic	10
pejvo	kampanj	役	pejvo	10
pejvo	blast	胚	piv	10
pejvo	greft	嫁接	pejvo	10
pejvo	stift	销	pejvo	10
pejvo	migdal	扁桃	pejvo	10
pejvo	sediment	沉	pejvo	10
pejvo	puls	脉	pejvo	10
pejvo	koeficient	系数	pejvo	10
pejvo	meteor	陨	pejvo	10
pejvo	ilumin	照	pejvo	10
pejvo	koher	贯	pejvo	10
pejvo	drak	龙	pejvo	9
pejvo	termik	热	pejvo	9
pejvo	kluz	闸	pejvo	9
pejvo	tiroid	甲状	pejvo	9
pejvo	volb	拱	pejvo	9
pejvo	pilgrim	拜	pejvo	9
pejvo	parazit	寄生	pejvo	9
pejvo	konkurenc	竞	pejvo	9
pejvo	ego	吾	pejvo	9
pejvo	racional	理	pejvo	9
pejvo	atenc	害	pejvo	9
pejvo	brigad	旅	pejvo	9
pejvo	c^art	租	pejvo	9
pejvo	kov	孵	pejvo	9
